tweet_text,tweet_sentiment_value
"- i did, but since i was stranded in syr without a ride i missed the window of opportunity to have rights in this matter. <> hours",0
absolutely no worries. i'm just never flying with you again. ever. even i have to hitch hike cross country passengersarepeople,0
dont lose my luggage!,0
you just directed me to your mobile website. where is the direct link? get it together!,0
if i had made as many mistakes as you in as short a period of time. i would i have lost my job at this point!,0
i understand why your doing it. but for someone who just traveled <> hours to get here early. relax before flight etc. adv notice maybe?,0
not one of my four flights this trip has been on time. what the he'll is your companies problem?,0
stop this madness rt our fleet's on fleek.,1
i can't find a good photo of it. you got one? goodnight,1
"fyi, i'm onboard <> comfortably travelling to jfk, seat was no problem as you said. thanks for making flying more civilized!",2
"i like "" follow """,2
or she goodemoticon,1
mco to lag two hour delay and sitting in tarmac going on <> minutes with infants crying on plane! get us off this plane,0
"what maintenance? the flight landed from jamaica, has to go through security then get to term <> then cleaned then board",0
that's not a answer!,0
if i ask ask the pilot will he tell me the name of our aiecraft,1
airport code test go. slc. bos mco,1
our fleet's on fleek. now that is fuckin funny. face with tears of joy,1
do you have any flights with lie flat seating from stl to pdx on or around the date of march <>?,1
formally requests and to establish customs facilities for international flights,1
see what you started now rt our fleet's on fleek.,0
". navigating through <> rebooks due to flu and ice to visit my mother. your cs reps have been so very helpful, patient and friendly.",0
are all of your flights out of charleston tomorrow on-time or is there a possibility for delayscancelled flightlations?,1
well our plane just landed at the international terminal. so they announced the <> new time.,0
there were seats but after waiting on hold for <> minutes they were gone-now she has to stay another night in charleston-very pricy,0
"not ok to cancelled flight flight <> tmrw for ""weather"" and to rebook <> flight the next day when there is flight tmrw night. no compensation?",0
i guess you weren't able to do anything to improve the time. and now it looks even late flightr. going to be a zombie tomorrow,0
welp. our fleet's on fleek.,1
plan to repair its brand via,1
ok is i hope thy the bahamas next,1
our fleet's on fleek.,1
"not trying to make you look bad, on your website it says ""due to weather in the charleston, nc"" its actually in sc, not nc",2
"can your people working this contact me, i have a project in the works.",1
"when chging flight, isit possible to pay the fare difference in dollars when the ticket was bought completely via point redemption?",1
"we're home, you guys recovered, now we can laugh about it and the extra day in barbados. will you open cuba soon?",0
am i the only one who had to look that up? i must be getting old. damn,0
oh yeah? rt our fleet's on fleek.,1
when are you guys flying it froward in the bahamas.,1
our fleet's on fleek. - -,1
"btw, thanks for responding quickly!",2
"no, it's weird! i picked other cities just to test, those worked. not the one i want. works on phone though, so i'll use that.",1
flight for tomorrow morning cancelled flighted and can't seem to rebook me. they can't even get me a seat. no clear answer on why cancelled flighted.,0
"listen, im not gonna deny this but. rt our fleet's on fleek.",1
backhand index pointing right door rt our fleet's on fleek.,1
you found my camera! thank you! you rock!,2
our fleet's on fleek. smh,1
how sway how our fleet's on fleek.,1
um wut our fleet's on fleek.,1
alright. someone has to stop this! rt our fleet's on fleek.,1
stop. please. rt our fleet's on fleek.,2
shut the door on your way out. person gesturing,1
does transferring trueblue points within family pooling members cost ? this is after having set up contribution-to-pool already.,0
gotcha. thanks for the update. i'm ready to go whenever you are goodemoticon enjoy your evening.,2
our non-profit arc would love tickets as we rely on airlines for extractions in saving abducted children and returning them home!,1
"gotcha. but ""lessening the delay"" . that part's not happening, right?",0
"social agencies, this is why we can't have nice things. our fleet's on fleek.",0
? rt new airline expected to make its way to mem,1
? rt new airline expected to make its way to mem,1
? rt new airline expected to make its way to mem,1
"well, thankfully they've got a nice food court here. when will an update be posted?",2
smh rt our fleet's on fleek.,1
same,1
our fleet's on fleek. please stop,0
our fleet's on fleek. face with tears of joy face with tears of joy,1
"ceo's challenge appease passengers, wall street - the columbian",1
i heard youre planning on letting people fly in the overhead compartments. why would you do that?,1
